order_item_id,order_id,product_id,quantity,discount
118,757,34,2,0.15
119,820,44,2,0
120,1888,36,1,0.05
121,83,5,4,0.1
122,117,47,2,0.05
123,777,36,4,0
124,1981,39,3,0.1
125,3300,4,3,0.1
126,4297,10,3,0.05
127,5750,22,4,0.05
128,2404,17,3,0
129,1595,44,4,0.15
130,874,2,2,0.05
131,4572,23,4,0.1
132,1722,43,1,0.1
133,2163,4,2,0
134,2869,3,2,0
135,2683,15,2,0.15
136,2196,30,4,0.05
137,3222,45,2,0.15
138,4850,28,2,0
139,3632,6,4,0.1
140,525,5,1,0
141,3561,40,1,0
142,4711,30,4,0.05
143,1833,7,2,0.15
144,5673,22,3,0.15
145,1900,35,4,0
146,328,30,2,0
147,5115,29,2,0.05
148,3852,50,1,0
149,5355,17,3,0.1
150,4475,30,3,0.05
151,4901,4,3,0
152,4976,37,3,0.15
153,4286,34,1,0.15
154,1539,2,4,0
155,581,26,4,0.15
156,2916,7,1,0
157,2635,13,4,0.1
158,667,40,3,0.15
159,5260,8,3,0
160,4413,9,4,0.05
161,5324,29,4,0
162,418,39,2,0.15
163,322,50,2,0.05
164,5033,29,3,0.1
165,1754,46,1,0.1
166,4719,19,2,0.1
167,5929,10,3,0.1
168,2234,12,3,0.05
169,633,9,1,0
170,2567,17,3,0.1
171,1540,34,1,0.15
172,5597,29,2,0.05
173,3866,6,4,0.15
174,3524,14,4,0
175,614,21,3,0
176,213,30,4,0.05
177,2249,48,2,0.15
178,2107,2,4,0
179,563,26,2,0
180,2745,10,3,0.15
181,239,21,3,0
182,3257,12,3,0.15
183,823,2,1,0.1
184,857,47,3,0.1
185,5908,9,3,0.05
186,2009,41,2,0.15
187,3256,43,3,0
188,3281,46,1,0.15
189,350,26,4,0.05
190,2499,38,3,0.15
191,4196,20,4,0
192,5400,14,1,0.1
193,4940,45,2,0
194,145,43,3,0.15
195,3577,49,3,0.15
196,2915,40,2,0.15
197,2164,22,3,0.15
198,3241,22,4,0
199,5172,19,2,0
200,1470,2,1,0.15
201,4682,15,2,0.15
202,231,28,1,0.1
203,4258,41,2,0.15
204,1645,47,4,0.05
205,1143,37,1,0
206,981,50,4,0.15
207,2845,44,2,0.1
208,1363,22,4,0.1
209,744,44,3,0.1
210,3359,21,4,0.05
211,2682,9,2,0
212,3973,29,2,0.1
213,2945,12,1,0.15
214,335,36,1,0.1
215,612,30,4,0.15
216,1225,42,2,0.05
217,971,40,3,0.15
218,1019,1,4,0
219,5545,49,4,0.05
220,580,34,1,0.15
221,118,31,4,0.1
222,2107,28,1,0.15
223,5850,26,2,0.05
224,4371,31,1,0.15
225,2496,36,1,0.05
226,511,45,4,0.05
227,2257,15,3,0.15
228,195,7,4,0.05
229,4732,8,2,0.1
230,2881,50,3,0.1
231,1624,49,1,0
232,4327,48,1,0.05
233,3696,26,1,0.05
234,970,13,2,0.15
235,4375,43,4,0
236,3243,2,2,0.05
237,442,6,3,0.05
238,4135,10,4,0.15
239,1318,33,4,0.1
240,1605,5,1,0.15
241,5555,12,3,0.1
242,409,43,4,0.05
243,5331,27,1,0.15
244,5593,37,4,0.1
245,4206,3,3,0
246,836,39,1,0.1
247,5030,9,3,0
248,2638,13,2,0.1
249,3010,26,4,0.1
250,1809,24,2,0.05
251,4218,5,2,0.15
252,2852,21,1,0
253,5747,44,1,0.05
254,3968,32,4,0.05
255,3106,22,4,0
256,171,42,4,0.1
257,4412,39,1,0.05
258,1158,7,2,0.15
259,3358,32,2,0.1
260,191,5,3,0
261,491,39,1,0.1
262,5655,50,4,0.15
263,480,23,3,0.05
264,3506,17,1,0.1
265,3293,15,3,0.05
266,2124,10,2,0.1
267,2634,35,1,0.05
268,3879,9,2,0
269,3422,28,4,0.1
270,4304,5,3,0
271,164,47,1,0
272,1593,11,4,0.15
273,4184,15,2,0.05
274,2135,15,4,0
275,567,46,4,0.1
276,1848,27,4,0.15
277,4553,30,1,0.1
278,4309,17,2,0.1
279,5759,14,3,0
280,4529,9,4,0.15
281,1908,16,1,0.15
282,790,12,1,0
283,1481,16,4,0.1
284,3613,22,3,0.05
285,1277,50,2,0.05
286,3245,12,3,0
287,1831,42,3,0
288,3344,22,1,0.1
289,5056,41,1,0.05
290,5431,31,4,0
291,3051,37,1,0
292,5198,28,1,0.05
293,3357,2,4,0
294,4726,42,2,0.05
295,3414,2,1,0
296,2009,26,2,0.15
297,2984,32,3,0.15
298,5251,28,2,0.15
299,4460,29,4,0.15
300,1271,40,3,0.15
301,5703,22,1,0.05
302,1796,8,4,0
303,2370,29,2,0.05
304,3849,41,4,0.1
305,4204,28,4,0.05
306,4895,16,3,0
307,2252,3,4,0.05
308,1205,15,4,0
309,1554,2,1,0.15
310,2092,18,1,0.05
311,5385,32,3,0.1
312,2574,22,2,0
313,5928,12,1,0.05
314,2580,17,3,0.1
315,2618,8,1,0.05
316,4324,44,3,0
317,2117,22,3,0.05
318,4947,34,2,0.15
319,1676,9,2,0.05
320,2147,43,1,0.05
321,3686,10,1,0
322,2344,44,1,0.15
323,4237,47,4,0
324,5391,39,2,0.1
325,3166,22,1,0.15
326,5116,6,1,0
327,1495,25,3,0.15
328,5357,7,3,0.05
329,2323,36,1,0.15
330,1384,27,2,0
331,26,28,4,0.15
332,2012,43,3,0.1
333,3829,45,4,0.05
334,1317,5,1,0.1
335,3950,3,2,0
336,4503,22,4,0.15
337,5214,49,2,0.05
338,3559,15,1,0.1
339,1613,5,4,0.15
340,5363,40,1,0
341,3361,33,2,0.15
342,2450,17,1,0.05
343,5650,47,2,0.1
344,3474,15,2,0.15
345,612,18,4,0.1
346,5241,11,1,0
347,2135,25,4,0.15
348,1105,17,2,0.05
349,4685,2,1,0.15
350,2492,13,3,0.05
351,1015,22,3,0.05
352,3749,12,2,0.05
353,5324,13,4,0.05
354,620,16,2,0.05
355,5377,29,3,0.05
356,5905,30,1,0.15
357,3046,1,4,0.1
358,2953,24,4,0.05
359,4525,30,1,0.1
360,1732,7,1,0.05
361,323,23,1,0.1
362,4428,46,2,0
363,5640,45,4,0.05
364,4268,22,1,0.1
365,3940,40,2,0
366,4123,40,2,0
367,2732,7,4,0.1
368,1548,4,3,0
369,3033,1,4,0
370,2096,42,3,0.1
371,5642,16,3,0.15
372,5939,35,4,0
373,1228,30,1,0.15
374,3528,28,1,0
375,4708,4,2,0.15
376,1898,6,2,0.05
377,4808,49,1,0
378,3517,48,3,0.05
379,1325,14,2,0.1
380,3752,15,3,0
381,5834,21,4,0
382,2326,27,3,0.15
383,3891,20,1,0.15
384,3652,34,4,0.15
385,5810,49,4,0
386,5514,24,3,0
387,3297,49,1,0.1
388,1853,9,3,0.05
389,2776,17,3,0.1
390,2676,49,2,0
391,2314,11,3,0.1
392,5441,34,4,0.1
393,5280,21,2,0.15
394,5794,31,4,0.15
395,2236,4,4,0
396,1214,33,4,0.15
397,3160,37,2,0.1
398,1146,30,2,0.1
399,4881,26,1,0.15
400,5445,34,4,0
401,2348,13,4,0
402,4530,35,4,0
403,3475,20,2,0.1
404,2653,20,3,0.15
405,4043,9,4,0
406,5411,12,4,0.15
407,5753,9,3,0.15
408,659,22,4,0.05
409,3872,22,1,0.15
410,1314,15,3,0.15
411,826,7,3,0
412,1394,44,1,0.1
413,4697,9,2,0
414,4233,13,2,0
415,1871,1,1,0.05
416,2751,15,1,0.1
417,3813,9,1,0.05
418,2104,50,1,0.1
419,5386,25,2,0.15
420,4461,28,1,0.15
421,3458,15,3,0.1
422,2996,30,4,0.1
423,3253,29,1,0.05
424,1806,15,2,0.05
425,3543,19,3,0
426,595,30,4,0.15
427,4058,16,3,0.15
428,4586,37,3,0
429,478,20,2,0.05
430,3464,1,4,0
431,30,50,1,0
432,1826,26,4,0
433,5299,28,4,0
434,601,50,1,0.05
435,3029,39,2,0
436,3834,33,1,0
437,2806,4,4,0.05
438,1435,11,1,0
439,807,40,1,0.1
440,2198,18,1,0.1
441,2715,11,1,0.05
442,2352,47,2,0.15
443,282,45,2,0.05
444,2576,4,3,0.05
445,190,50,3,0.05
446,1933,37,4,0
447,1522,44,3,0.1
448,349,11,3,0.1
449,1136,9,3,0.05
450,474,29,2,0.15
451,3142,45,2,0.1
452,1324,12,3,0.05
453,4844,48,1,0.05
454,680,4,4,0.1
455,4589,1,2,0.15
456,1976,15,2,0
457,5331,12,3,0.1
458,4713,9,2,0
459,4933,34,3,0
460,902,1,1,0.15
461,1712,43,1,0
462,91,6,2,0
463,3020,1,2,0
464,4965,2,3,0.15
465,5502,50,4,0
466,5205,4,4,0.1
467,3289,44,4,0.1
468,5225,6,3,0.05
469,5254,20,4,0
470,2011,31,4,0
471,1388,13,3,0.15
472,5899,4,1,0.1
473,3043,39,4,0
474,3457,11,1,0.15
475,184,37,1,0.1
476,3811,47,1,0.05
477,2928,22,3,0.05
478,1781,27,3,0.1
479,4937,17,4,0
480,4891,3,4,0.1
481,3613,50,4,0.15
482,4801,7,3,0.15
483,3759,28,3,0
484,5461,49,2,0.05
485,5811,50,2,0.05
486,295,17,1,0
487,5438,26,1,0
488,873,13,2,0
489,3722,8,4,0
490,4858,26,2,0.15
491,607,29,4,0.05
492,1925,10,2,0.1
493,859,23,3,0.15
494,992,21,2,0.1
495,1964,23,3,0.15
496,5171,43,2,0.1
497,4342,28,3,0
498,5664,13,1,0.15
499,3977,16,3,0.05
500,1222,18,2,0.1
501,681,3,3,0.15
502,297,12,2,0.1
503,1110,4,4,0.05
504,5074,46,1,0.05
505,1615,35,2,0.1
506,1893,4,3,0.05
507,297,45,2,0
508,183,27,1,0.05
509,4685,21,1,0.15
510,5445,12,2,0.1
511,2996,3,2,0.15
512,3533,2,1,0
513,2902,21,2,0.15
514,2687,42,1,0.1
515,316,14,3,0.1
516,3979,28,1,0
517,2321,30,2,0
518,2238,4,3,0.1
519,4521,10,4,0.05
520,5701,16,4,0
521,4374,12,4,0.1
522,3999,6,2,0.1
523,960,40,4,0
524,1065,2,1,0.15
525,1045,14,1,0.05
526,1730,34,1,0.05
527,435,6,1,0.05
528,984,34,2,0.05
529,5744,49,3,0.15
530,3536,49,2,0.15
531,2023,35,3,0.15
532,4097,24,4,0
533,4718,1,4,0.15
534,1679,29,2,0.15
535,4830,31,2,0.1
536,3881,45,2,0.15
537,3508,47,3,0.1
538,3579,41,3,0.05
539,2047,6,3,0
540,5240,35,3,0.1
541,4937,3,2,0.1
542,1234,42,3,0.05
543,3626,34,4,0
544,1353,20,3,0.15
545,4145,43,4,0.1
546,2881,34,3,0.1
547,3499,31,3,0.05
548,3682,12,1,0.1
549,1198,37,3,0.05
550,801,38,1,0
551,5952,14,1,0.1
552,5058,50,1,0.15
553,3134,15,3,0.15
554,2168,34,1,0
555,3888,17,4,0.15
556,5554,5,3,0.05
557,3270,41,3,0.15
558,4563,13,3,0.15
559,5044,47,4,0
560,1246,8,1,0
561,2370,30,4,0.05
562,1100,47,2,0
563,2740,47,4,0
564,1870,11,3,0
565,3923,27,4,0.15
566,2355,6,1,0.1
567,3398,10,3,0.05
568,4505,16,3,0.1
569,946,24,1,0.15
570,3054,41,2,0.15
571,2192,27,2,0.15
572,220,34,3,0.1
573,4738,29,1,0
574,1290,7,3,0.15
575,936,4,1,0
576,1705,12,4,0
577,3388,40,3,0.15
578,5092,24,3,0.05
579,2454,11,2,0
580,5183,9,1,0.05
581,3486,34,4,0
582,2529,15,4,0.05
583,2952,12,2,0
584,2558,40,2,0.1
585,5578,42,2,0.05
586,295,41,4,0.05
587,5676,41,4,0
588,111,5,3,0.1
589,1071,43,4,0
590,2564,45,2,0.15
591,1410,15,4,0.15
592,3066,21,4,0
593,4042,49,1,0
594,4129,28,3,0.1
595,2953,33,2,0
596,2650,5,3,0
597,921,42,1,0.05
598,355,26,1,0.15
599,4290,17,4,0
600,200,49,2,0.15
601,4000,36,1,0
602,2699,35,3,0.1
603,5576,45,2,0.05
604,4821,18,3,0.15
605,1865,50,3,0
606,4779,34,4,0.1
607,5541,39,3,0.15
608,3768,40,1,0.05
609,3668,34,3,0.05
610,3310,13,4,0
611,3039,22,2,0.1
612,508,20,4,0.1
613,3706,5,2,0.05
614,2126,33,4,0
615,2751,11,3,0.1
616,3821,38,2,0.15
617,5374,32,3,0.1
618,2958,44,2,0.05
619,3205,25,4,0.1
620,5989,12,2,0.15
621,3438,40,4,0
622,1382,36,1,0.05
623,5270,37,2,0.05
624,3934,49,2,0
625,1934,19,1,0.15
626,5782,39,4,0.1
627,1597,41,3,0.05
628,1129,9,2,0
629,3135,5,4,0.1
630,2483,26,2,0.05
631,3865,9,4,0.1
632,2125,19,1,0.05
633,4764,19,1,0.05
634,5657,22,4,0.05
635,1708,38,3,0.1
636,2080,31,2,0.1
637,1543,24,1,0.1
638,3834,21,3,0.15
639,1779,48,3,0
640,3284,12,2,0.1
641,3000,49,1,0.05
642,221,35,4,0.05
643,398,19,3,0.15
644,3435,17,4,0.15
645,5014,31,3,0
646,1031,50,3,0.1
647,2810,34,2,0.15
648,3443,11,2,0.1
649,5446,50,1,0.15
650,5126,38,3,0.1
651,2403,46,2,0
652,1749,42,2,0.1
653,5744,9,1,0.05
654,5093,25,4,0.15
655,3753,10,1,0.1
656,1390,39,2,0
657,1168,49,2,0.1
658,2497,22,3,0.05
659,2534,35,3,0.15
660,5487,31,3,0
661,5612,31,4,0
662,3178,28,4,0.1
663,1432,34,1,0.05
664,1283,26,4,0.1
665,5154,47,3,0
666,1183,31,1,0.05
667,1043,27,2,0
668,58,23,1,0
669,3459,45,3,0.05
670,169,37,2,0
671,1761,37,2,0.15
672,3878,4,3,0.1
673,5262,29,1,0.15
674,1218,38,3,0
675,4112,8,1,0
676,2073,5,4,0.15
677,5301,39,1,0.15
678,2605,22,3,0.05
679,5448,5,2,0
680,4217,24,1,0.05
681,3884,48,1,0
682,2708,17,1,0.05
683,3157,42,2,0.05
684,173,5,1,0
685,845,14,4,0
686,4863,6,4,0.05
687,5888,19,3,0
688,2391,9,2,0
689,3838,15,1,0
690,2228,16,4,0.05
691,3858,44,4,0.1
692,3361,47,1,0.05
693,2832,38,1,0
694,2740,31,4,0.15
695,3449,40,1,0.1
696,2957,38,3,0.15
697,1385,3,2,0.15
698,235,28,4,0
699,3906,13,4,0.1
700,3197,22,3,0.05
701,262,43,2,0.1
702,169,24,3,0.15
703,5352,21,3,0
704,4482,2,4,0.15
705,2850,8,3,0
706,5483,26,2,0
707,2808,43,3,0.1
708,4034,1,4,0.15
709,2043,47,2,0.05
710,2231,48,1,0
711,5935,4,1,0.1
712,1568,12,4,0.15
713,644,1,3,0
714,853,14,1,0.1
715,249,46,3,0.05
716,56,5,2,0
717,1379,26,4,0.05
718,1687,6,3,0.05
719,5534,14,4,0
720,952,41,1,0.1
721,4112,24,2,0.1
722,237,15,3,0.15
723,1431,2,1,0.15
724,4930,33,2,0.05
725,4110,7,3,0
726,1093,22,3,0.05
727,3142,46,2,0.1
728,5073,5,4,0
729,5938,30,1,0.15
730,845,10,2,0.05
731,4602,32,4,0.1
732,5893,31,3,0.05
733,3308,21,2,0.05
734,414,26,1,0.05
735,5177,49,1,0.15
736,1582,33,1,0.05
737,3519,34,3,0.1
738,5596,39,4,0.05
739,1971,47,2,0.1
740,4175,10,2,0.15
741,1384,10,2,0.1
742,3230,21,4,0.05
743,3337,11,3,0.15
744,4680,46,2,0.15
745,1256,40,3,0.15
746,2013,18,1,0.05
747,5336,50,3,0
748,159,48,3,0.05
749,5425,49,2,0.1
750,9,36,4,0.05
751,2414,13,3,0.15
752,3049,18,3,0.1
753,5949,41,3,0.05
754,845,46,3,0.15
755,1682,7,2,0.1
756,5509,6,1,0.05
757,5963,40,2,0.1
758,5821,4,4,0.15
759,2391,36,1,0.15
760,1275,39,1,0.15
761,1644,18,1,0.05
762,2095,50,3,0.1
763,1552,30,4,0.1
764,2581,42,4,0.15
765,3223,43,1,0.15
766,5646,49,3,0
767,2001,4,3,0.05
768,1827,30,3,0.1
769,3267,33,4,0.05
770,2662,6,1,0.15
771,4842,42,4,0.05
772,504,16,3,0.05
773,5950,48,3,0.1
774,3766,4,3,0.05
775,1586,6,2,0.1
776,5695,49,2,0.1
777,2748,43,4,0
778,5845,14,2,0
779,1292,6,4,0.1
780,4572,23,3,0.1
781,2605,8,3,0.15
782,1853,39,1,0.05
783,2117,16,1,0.15
784,898,46,3,0
785,1634,6,2,0.15
786,3792,34,4,0
787,2788,24,3,0.1
788,1661,50,4,0.1
789,3230,23,2,0.15
790,3454,38,2,0
791,2396,27,4,0.05
792,629,3,4,0.15
793,2225,36,2,0
794,732,38,3,0.15
795,838,35,3,0.1
796,1606,17,4,0.15
797,3755,46,4,0.05
798,964,32,2,0.1
799,5235,25,3,0
800,996,47,3,0
801,5907,29,1,0.1
802,5333,43,2,0.1
803,4512,9,4,0
804,4395,8,4,0
805,3600,25,2,0.1
806,1246,22,2,0.15
807,5767,44,2,0.05
808,5196,25,3,0
809,5904,2,4,0
810,2703,43,4,0.15
811,217,47,4,0.05
812,274,38,2,0.1
813,5191,43,4,0.05
814,248,27,4,0.15
815,3790,45,4,0.05
816,155,50,4,0.1
817,1997,33,2,0.1
818,3258,14,2,0
819,4438,7,3,0
820,3676,46,1,0.05
821,858,7,3,0
822,3343,7,1,0.05
823,1446,20,2,0.05
824,3642,17,1,0.05
825,2107,32,4,0.1
826,4580,26,4,0.1
827,3782,30,3,0.1
828,1837,16,1,0.15
829,1138,1,3,0
830,3339,26,2,0.1
831,1915,17,2,0.15
832,2379,12,3,0
833,5165,50,3,0.15
834,5691,23,1,0
835,4929,16,4,0.15
836,3888,18,3,0.05
837,2101,19,2,0
838,5416,25,1,0.15
839,858,3,1,0.15
840,3278,6,3,0.05
841,3689,25,3,0
842,1505,39,4,0.1
843,4903,3,4,0
844,3685,3,3,0
845,5788,43,4,0.15
846,1103,41,4,0.05
847,3382,50,2,0.15
848,5078,19,2,0
849,3905,43,1,0.05
850,1642,6,2,0.1
851,2703,29,3,0
852,2065,50,3,0.05
853,4147,19,1,0.15
854,3718,38,1,0.05
855,3478,45,4,0.15
856,2309,29,2,0.15
857,4177,47,1,0.1
858,870,33,3,0
859,4581,9,4,0.1
860,3901,16,1,0.1
861,4436,46,4,0.05
862,515,10,2,0.15
863,3032,30,1,0.1
864,4401,13,3,0.15
865,363,12,3,0.05
866,3403,30,4,0.1
867,923,13,4,0.1
868,90,33,4,0.05
869,613,3,2,0
870,3516,46,1,0.1
871,2114,25,1,0
872,2965,10,4,0.05
873,398,2,3,0.1
874,1308,6,4,0.05
875,5877,18,1,0.15
876,3235,17,4,0.1
877,717,30,3,0.05
878,4953,41,4,0.1
879,2316,10,3,0.05
880,33,28,3,0.1
881,3846,41,2,0.05
882,5541,20,4,0.15
883,128,11,4,0
884,4838,9,1,0
885,2914,39,3,0.15
886,4033,35,1,0.1
887,5805,17,4,0
888,5060,8,1,0.05
889,3574,35,4,0
890,2618,5,1,0.15
891,5674,6,1,0.15
892,4961,31,2,0.1
893,659,15,2,0.15
894,5260,27,3,0.15
895,1276,41,2,0.1
896,4104,33,3,0.05
897,478,22,3,0
898,3967,5,4,0.05
899,3830,47,3,0
900,4588,7,2,0
901,2299,1,3,0
902,5813,31,1,0
903,5015,34,3,0.1
904,4149,49,4,0
905,2261,26,2,0.15
906,5041,41,2,0.05
907,2365,37,4,0
908,5882,19,4,0.1
909,1183,36,3,0.1
910,3392,19,1,0
911,3782,38,1,0.1
912,5322,11,2,0.1
913,497,1,1,0.1
914,700,27,4,0.15
915,2193,47,4,0.05
916,4992,12,1,0
917,2162,18,3,0
918,4633,8,2,0.1
919,1761,37,1,0.1
920,5841,8,2,0.05
921,4717,38,1,0.15
922,271,35,4,0
923,1097,18,4,0
924,3359,22,3,0.05
925,3249,37,2,0.1
926,4536,8,3,0.15
927,1481,36,3,0
928,311,39,3,0
929,2867,25,4,0
930,3616,39,2,0.1
931,2296,23,4,0
932,3353,25,1,0
933,1549,6,1,0
934,3686,20,2,0.05
935,2703,14,4,0.1
936,2919,19,3,0.15
937,2058,24,3,0
938,2384,8,2,0.15
939,3685,24,3,0.15
940,2237,10,2,0.15
941,4231,15,2,0
942,1939,48,4,0.15
943,636,10,4,0.1
944,5243,20,1,0.15
945,3028,17,3,0.05
946,5760,17,4,0.15
947,3384,43,1,0.15
948,5773,21,2,0.15
949,4309,33,2,0
950,1085,30,1,0.1
951,1593,14,1,0.15
952,2945,39,1,0.15
953,5656,11,3,0.05
954,3404,3,1,0.1
955,5414,31,3,0.05
956,2726,14,4,0.1
957,5783,44,4,0.15
958,3965,46,3,0.15
959,4752,15,2,0.1
960,2117,48,1,0.05
961,1899,7,3,0
962,4730,8,3,0.15
963,3433,17,1,0.15
964,4632,16,4,0.15
965,3825,24,4,0.05
966,4478,2,2,0
967,1862,19,3,0.1
968,946,40,3,0
969,3389,25,2,0
970,1318,47,2,0.05
971,5877,25,1,0.1
972,2032,49,1,0.15
973,329,37,4,0.05
974,990,21,4,0.15
975,2786,25,1,0.15
976,3335,36,3,0
977,2414,48,3,0.15
978,3190,18,1,0.15
979,5077,42,1,0.05
980,3818,28,1,0.15
981,2592,44,4,0
982,1048,5,1,0.15
983,5634,4,3,0.1
984,3679,21,2,0
985,3487,4,3,0
986,2873,21,1,0.1
987,1563,34,3,0
988,4711,9,4,0.05
989,4662,7,3,0.1
990,1959,30,3,0
991,3534,22,3,0
992,4482,33,1,0
993,4212,19,2,0
994,1179,32,3,0.1
995,2144,33,2,0
996,2426,19,2,0.15
997,2337,4,2,0.1
998,2104,41,1,0
999,5314,49,3,0.05
1000,4575,35,4,0.05
1001,2774,43,3,0.1
1002,1272,11,1,0.05
1003,3686,24,1,0.1
1004,638,47,2,0.1
1005,2262,10,4,0.05
1006,2864,33,3,0
1007,2549,1,4,0.1
1008,1562,34,1,0.05
1009,2995,16,4,0
1010,2811,45,4,0.15
1011,2932,9,2,0.15
1012,5921,8,1,0.15
1013,5814,1,3,0.05
1014,3888,21,3,0.15
1015,1679,8,1,0.1
1016,4432,31,2,0.05
1017,5202,40,2,0.05
1018,3695,8,2,0
1019,718,35,1,0.1
1020,2813,13,3,0
1021,5476,6,1,0.1
1022,1957,26,4,0.1
1023,305,2,2,0.1
1024,3484,45,2,0
1025,5769,49,2,0.15
1026,3726,29,3,0.15
1027,3712,3,2,0.1
1028,3875,20,2,0.05
1029,129,39,2,0
1030,865,32,2,0.1
1031,106,5,2,0.1
1032,2129,40,1,0.1
1033,4760,2,3,0.1
1034,4255,37,4,0
1035,5862,15,4,0.1
1036,5790,7,2,0.15
1037,4603,17,2,0.05
1038,1769,14,1,0.15
1039,1750,12,3,0.15
1040,257,15,1,0.15
1041,3550,13,4,0
1042,2578,15,4,0
1043,3,9,2,0.1
1044,4677,4,1,0.05
1045,5201,38,1,0.1
1046,2758,27,3,0.1
1047,2811,17,1,0.05
1048,4356,43,4,0
1049,4641,28,4,0.1
1050,1365,50,4,0.15
1051,463,42,3,0
1052,2669,50,4,0.15
1053,5275,20,1,0.1
1054,1985,22,4,0.05
1055,5996,26,2,0.05
1056,1445,34,3,0.1
1057,2264,3,3,0.1
1058,2817,23,3,0
1059,3917,23,2,0.05
1060,2946,24,3,0.15
1061,4438,9,2,0
1062,1930,48,1,0.1
1063,2993,9,1,0.1
1064,509,23,3,0.15
1065,5974,47,4,0.1
1066,2391,49,3,0
1067,3355,14,2,0
1068,5010,2,3,0.15
1069,1379,35,4,0.15
1070,2084,18,1,0.15
1071,1270,44,3,0.05
1072,4027,5,3,0.05
1073,1703,33,1,0
1074,2586,29,1,0
1075,3569,22,1,0.1
1076,4045,23,4,0.15
1077,3964,10,2,0.15
1078,4667,38,2,0.15
1079,2004,45,3,0.05
1080,4106,42,4,0.1
1081,3101,15,2,0.05
1082,4347,48,3,0
1083,5340,29,4,0.05
1084,860,29,1,0
1085,180,15,2,0.05
1086,1864,35,3,0.1
1087,4297,32,2,0.05
1088,5175,47,1,0
1089,1205,16,1,0.1
1090,3284,3,2,0
1091,193,22,2,0
1092,3534,5,3,0.05
1093,780,41,2,0.05
1094,1918,38,1,0.15
1095,5198,21,4,0.15
1096,2594,19,2,0.05
1097,4742,20,4,0
1098,3640,42,2,0.1
1099,5116,37,3,0.15
1100,2729,12,3,0.15
1101,3940,25,3,0.05
1102,4470,17,1,0
1103,4280,22,4,0.15
1104,2004,19,2,0
1105,1173,1,2,0
1106,1687,5,2,0.15
1107,3257,46,1,0.05
1108,5641,13,4,0
1109,3317,2,3,0
1110,5926,45,4,0.15
1111,4432,42,2,0.05
1112,4262,12,3,0.05
1113,2890,37,2,0
1114,990,34,1,0.05
1115,5722,5,3,0.05
1116,4244,34,4,0.05
1117,4232,5,2,0
1118,1636,8,2,0.05
1119,5504,23,4,0.05
1120,1665,18,1,0.05
1121,3212,44,2,0.05
1122,5875,22,1,0.05
1123,5401,30,4,0.05
1124,5482,39,3,0
