order_id,customer_id,order_date,region
110,960,2023-11-06 00:00:00,Asia
111,89,2024-04-10 00:00:00,North America
112,993,2024-01-25 00:00:00,North America
113,139,2022-07-06 00:00:00,Europe
114,500,2023-10-19 00:00:00,North America
115,250,2024-03-31 00:00:00,Oceania
116,626,2023-06-02 00:00:00,North America
117,827,2024-02-06 00:00:00,North America
118,737,2022-12-19 00:00:00,North America
119,340,2022-05-27 00:00:00,Oceania
120,658,2022-05-27 00:00:00,Asia
121,141,2023-06-08 00:00:00,Asia
122,756,2022-12-27 00:00:00,Oceania
123,60,2022-01-16 00:00:00,North America
124,258,2024-01-25 00:00:00,Europe
125,555,2023-01-03 00:00:00,Europe
126,864,2024-01-25 00:00:00,Asia
127,620,2022-04-16 00:00:00,North America
128,93,2023-01-30 00:00:00,Oceania
129,911,2022-02-17 00:00:00,Europe
130,625,2023-03-09 00:00:00,North America
131,504,2024-02-21 00:00:00,Europe
132,710,2024-06-09 00:00:00,Asia
133,805,2022-01-24 00:00:00,Europe
134,161,2022-11-27 00:00:00,Asia
135,488,2022-11-25 00:00:00,Asia
136,734,2023-10-30 00:00:00,Asia
137,165,2022-04-02 00:00:00,Europe
138,294,2023-05-31 00:00:00,North America
139,123,2023-01-26 00:00:00,Europe
140,379,2023-08-22 00:00:00,Europe
141,46,2023-08-20 00:00:00,Europe
142,397,2023-05-23 00:00:00,Europe
143,429,2024-06-12 00:00:00,Europe
144,347,2022-03-09 00:00:00,Asia
145,105,2024-05-19 00:00:00,North America
146,49,2024-04-22 00:00:00,North America
147,335,2022-06-17 00:00:00,Oceania
148,294,2024-05-30 00:00:00,North America
149,402,2022-01-16 00:00:00,Oceania
150,578,2023-11-16 00:00:00,North America
151,722,2023-07-07 00:00:00,Oceania
152,151,2022-11-25 00:00:00,Europe
153,84,2023-08-26 00:00:00,Europe
154,355,2022-10-27 00:00:00,North America
155,622,2023-12-11 00:00:00,Europe
156,484,2024-05-15 00:00:00,Oceania
157,596,2022-12-27 00:00:00,Europe
158,831,2023-04-21 00:00:00,North America
159,586,2023-10-20 00:00:00,Asia
160,588,2023-09-20 00:00:00,Asia
161,408,2023-05-09 00:00:00,Asia
162,483,2022-11-15 00:00:00,Oceania
163,781,2022-04-01 00:00:00,North America
164,311,2023-09-03 00:00:00,North America
165,733,2024-01-11 00:00:00,Europe
166,322,2024-02-03 00:00:00,Europe
167,624,2022-04-03 00:00:00,North America
168,818,2024-05-01 00:00:00,Asia
169,498,2024-05-18 00:00:00,Asia
170,434,2022-10-07 00:00:00,Oceania
171,311,2023-12-19 00:00:00,Oceania
172,840,2023-11-11 00:00:00,North America
173,567,2023-11-04 00:00:00,Oceania
174,103,2023-09-08 00:00:00,North America
175,741,2023-01-24 00:00:00,Europe
176,69,2023-11-05 00:00:00,Asia
177,895,2022-06-12 00:00:00,Europe
178,211,2022-01-13 00:00:00,Asia
179,423,2022-04-10 00:00:00,Europe
180,594,2022-08-06 00:00:00,Asia
181,92,2022-07-31 00:00:00,Oceania
182,251,2022-04-14 00:00:00,Asia
183,577,2022-08-18 00:00:00,Europe
184,783,2024-03-06 00:00:00,Oceania
185,309,2023-06-07 00:00:00,Oceania
186,284,2022-01-10 00:00:00,Asia
187,208,2023-09-12 00:00:00,Europe
188,471,2023-01-04 00:00:00,North America
189,399,2024-02-01 00:00:00,Asia
190,409,2023-10-11 00:00:00,Oceania
191,269,2024-05-09 00:00:00,Asia
192,907,2023-06-24 00:00:00,North America
193,164,2023-05-15 00:00:00,Oceania
194,30,2022-04-14 00:00:00,Asia
195,561,2022-01-10 00:00:00,North America
196,807,2022-09-28 00:00:00,Europe
197,985,2023-04-04 00:00:00,Asia
198,219,2022-10-15 00:00:00,North America
199,913,2022-10-08 00:00:00,Oceania
200,159,2022-12-02 00:00:00,Europe
201,77,2023-06-21 00:00:00,North America
202,635,2023-11-05 00:00:00,Oceania
203,977,2022-08-11 00:00:00,Asia
204,122,2022-08-01 00:00:00,Europe
205,503,2022-10-29 00:00:00,North America
206,726,2023-03-20 00:00:00,Asia
207,257,2023-02-08 00:00:00,Asia
208,28,2023-09-15 00:00:00,Europe
209,80,2024-05-19 00:00:00,North America
210,557,2023-04-13 00:00:00,North America
211,377,2023-03-24 00:00:00,North America
212,267,2024-03-25 00:00:00,North America
213,820,2022-04-05 00:00:00,Europe
214,63,2022-04-17 00:00:00,Europe
215,71,2022-09-12 00:00:00,Oceania
216,703,2024-05-17 00:00:00,North America
217,607,2023-11-30 00:00:00,Asia
218,881,2023-12-12 00:00:00,Asia
219,903,2024-04-23 00:00:00,Europe
220,821,2022-12-17 00:00:00,Europe
221,797,2023-04-23 00:00:00,Europe
222,220,2024-04-22 00:00:00,Oceania
223,562,2024-04-30 00:00:00,Asia
224,919,2023-04-30 00:00:00,Oceania
225,691,2022-07-29 00:00:00,Europe
226,818,2022-10-01 00:00:00,North America
227,776,2022-01-16 00:00:00,North America
228,941,2023-07-18 00:00:00,Asia
229,11,2022-01-11 00:00:00,Asia
230,536,2022-05-08 00:00:00,Asia
231,100,2022-04-22 00:00:00,Asia
232,250,2022-02-25 00:00:00,Asia
233,108,2023-02-09 00:00:00,Europe
234,456,2022-12-01 00:00:00,Europe
235,654,2023-07-23 00:00:00,Oceania
236,697,2024-05-29 00:00:00,Oceania
237,780,2022-04-24 00:00:00,Europe
238,714,2022-07-10 00:00:00,Oceania
239,223,2023-03-23 00:00:00,Europe
240,727,2022-05-13 00:00:00,Oceania
241,191,2023-06-05 00:00:00,North America
242,935,2022-11-14 00:00:00,North America
243,726,2022-04-15 00:00:00,Asia
244,841,2023-10-10 00:00:00,Oceania
245,618,2022-02-15 00:00:00,Asia
246,557,2024-01-16 00:00:00,Asia
247,791,2022-06-27 00:00:00,Oceania
248,720,2022-09-05 00:00:00,North America
249,354,2022-10-06 00:00:00,North America
250,153,2022-06-05 00:00:00,Asia
251,995,2022-03-01 00:00:00,Asia
252,521,2022-07-08 00:00:00,Europe
253,746,2022-01-26 00:00:00,North America
254,898,2023-08-23 00:00:00,Asia
255,91,2023-04-30 00:00:00,Europe
256,278,2023-05-18 00:00:00,Asia
257,741,2023-08-17 00:00:00,Oceania
258,85,2022-02-04 00:00:00,North America
259,198,2022-02-08 00:00:00,Asia
260,839,2022-01-06 00:00:00,Asia
261,937,2023-10-03 00:00:00,North America
262,929,2023-12-08 00:00:00,Oceania
263,312,2023-06-24 00:00:00,Oceania
264,572,2022-08-02 00:00:00,Europe
265,417,2022-09-30 00:00:00,Asia
266,413,2023-04-17 00:00:00,Oceania
267,164,2024-04-30 00:00:00,Oceania
268,938,2023-04-05 00:00:00,Europe
269,803,2022-01-09 00:00:00,Asia
270,439,2022-12-08 00:00:00,Europe
271,326,2023-08-25 00:00:00,North America
272,726,2023-06-23 00:00:00,North America
273,846,2024-05-03 00:00:00,Europe
274,426,2022-05-24 00:00:00,North America
275,399,2023-09-29 00:00:00,Europe
276,160,2023-09-05 00:00:00,Europe
277,424,2022-06-11 00:00:00,North America
278,532,2023-06-21 00:00:00,Europe
279,117,2023-01-07 00:00:00,Asia
280,105,2022-12-21 00:00:00,Asia
281,761,2022-01-20 00:00:00,Europe
282,111,2022-03-02 00:00:00,North America
283,915,2024-01-24 00:00:00,Oceania
284,292,2023-05-09 00:00:00,Europe
285,943,2024-02-14 00:00:00,Asia
286,116,2022-11-17 00:00:00,Europe
287,520,2023-06-14 00:00:00,Europe
288,699,2023-02-05 00:00:00,Oceania
289,633,2023-10-06 00:00:00,Europe
290,414,2024-01-23 00:00:00,Asia
291,668,2023-01-27 00:00:00,North America
292,473,2022-04-13 00:00:00,Europe
293,696,2023-03-07 00:00:00,North America
294,129,2022-05-20 00:00:00,Oceania
295,89,2022-10-06 00:00:00,North America
296,558,2022-02-13 00:00:00,Asia
297,710,2024-05-23 00:00:00,Asia
298,940,2023-11-02 00:00:00,Oceania
299,527,2022-05-15 00:00:00,Oceania
300,944,2023-10-06 00:00:00,North America
301,272,2022-08-04 00:00:00,Asia
302,858,2024-01-31 00:00:00,Europe
303,206,2022-08-30 00:00:00,Oceania
304,420,2022-07-20 00:00:00,North America
305,924,2022-01-16 00:00:00,North America
306,376,2023-01-24 00:00:00,Asia
307,678,2023-10-16 00:00:00,North America
308,857,2023-04-22 00:00:00,Asia
309,65,2023-01-20 00:00:00,Europe
310,395,2024-05-29 00:00:00,Asia
311,392,2024-04-14 00:00:00,Asia
312,833,2023-01-01 00:00:00,Europe
313,63,2022-06-16 00:00:00,Asia
314,606,2022-03-18 00:00:00,Europe
315,751,2022-11-28 00:00:00,Oceania
316,957,2022-12-19 00:00:00,North America
317,954,2023-06-25 00:00:00,Europe
318,260,2023-02-27 00:00:00,Oceania
319,893,2023-09-25 00:00:00,North America
320,176,2023-06-10 00:00:00,Europe
321,65,2022-07-18 00:00:00,Oceania
322,331,2023-07-17 00:00:00,Europe
323,931,2022-12-29 00:00:00,North America
324,218,2023-03-26 00:00:00,Oceania
325,218,2024-01-15 00:00:00,Oceania
326,936,2024-03-26 00:00:00,Asia
327,598,2024-04-09 00:00:00,Europe
328,977,2022-02-17 00:00:00,Oceania
329,992,2023-11-22 00:00:00,Oceania
330,623,2022-07-22 00:00:00,North America
331,177,2024-03-25 00:00:00,Asia
332,688,2023-03-12 00:00:00,Asia
333,408,2023-08-11 00:00:00,Oceania
334,607,2022-04-21 00:00:00,Europe
335,451,2023-10-13 00:00:00,Europe
336,857,2023-06-15 00:00:00,Oceania
337,81,2024-03-24 00:00:00,Oceania
338,613,2023-10-16 00:00:00,North America
339,149,2024-05-10 00:00:00,Asia
340,262,2023-07-27 00:00:00,Europe
341,224,2023-10-08 00:00:00,Oceania
342,126,2024-06-04 00:00:00,Europe
343,907,2022-02-08 00:00:00,Asia
344,167,2022-03-31 00:00:00,Asia
345,99,2024-06-10 00:00:00,Oceania
346,764,2022-04-05 00:00:00,North America
347,357,2022-08-27 00:00:00,Asia
348,157,2023-04-26 00:00:00,Asia
349,870,2022-01-11 00:00:00,Asia
350,348,2023-05-20 00:00:00,Europe
351,26,2023-02-02 00:00:00,Asia
352,715,2024-03-17 00:00:00,Europe
353,148,2022-11-24 00:00:00,Europe
354,215,2022-08-17 00:00:00,Europe
355,252,2022-02-09 00:00:00,Asia
356,485,2023-01-11 00:00:00,Europe
357,580,2023-05-07 00:00:00,Asia
358,961,2024-05-12 00:00:00,Asia
359,687,2024-02-08 00:00:00,North America
360,107,2022-12-09 00:00:00,Asia
361,735,2023-06-04 00:00:00,Europe
362,417,2022-06-21 00:00:00,North America
363,217,2022-12-27 00:00:00,Europe
364,937,2023-07-15 00:00:00,North America
365,300,2022-02-01 00:00:00,Europe
366,984,2024-01-06 00:00:00,Europe
367,434,2022-08-13 00:00:00,North America
368,229,2024-02-07 00:00:00,Europe
369,608,2024-03-24 00:00:00,Asia
370,530,2023-11-06 00:00:00,Oceania
371,543,2023-02-15 00:00:00,Oceania
372,507,2023-09-07 00:00:00,Europe
373,753,2022-03-21 00:00:00,Europe
374,441,2023-09-08 00:00:00,Oceania
375,489,2023-12-13 00:00:00,Europe
376,754,2023-04-23 00:00:00,Oceania
377,573,2024-04-22 00:00:00,North America
378,189,2023-10-31 00:00:00,Asia
379,890,2023-12-25 00:00:00,Asia
380,117,2023-01-21 00:00:00,Oceania
381,408,2022-11-24 00:00:00,Oceania
382,559,2022-12-27 00:00:00,Europe
383,748,2022-05-04 00:00:00,Oceania
384,874,2023-05-20 00:00:00,North America
385,30,2022-10-10 00:00:00,Europe
386,7,2022-01-20 00:00:00,Asia
387,966,2023-04-02 00:00:00,Asia
388,79,2022-03-30 00:00:00,Europe
389,995,2022-08-21 00:00:00,Oceania
390,92,2023-02-15 00:00:00,Oceania
391,651,2022-06-06 00:00:00,North America
392,668,2024-02-04 00:00:00,North America
393,182,2023-01-24 00:00:00,North America
394,549,2024-06-11 00:00:00,Asia
395,988,2023-12-26 00:00:00,Europe
396,659,2023-01-03 00:00:00,Asia
397,574,2024-04-29 00:00:00,Europe
398,887,2023-02-28 00:00:00,Oceania
399,203,2024-06-17 00:00:00,Oceania
400,32,2023-02-22 00:00:00,Oceania
401,165,2022-09-06 00:00:00,Asia
402,335,2023-11-06 00:00:00,Asia
403,153,2022-08-29 00:00:00,Asia
404,106,2024-01-04 00:00:00,Oceania
405,114,2023-04-24 00:00:00,Asia
406,68,2024-03-10 00:00:00,Oceania
407,10,2022-12-04 00:00:00,Europe
408,192,2022-09-12 00:00:00,North America
409,832,2022-07-04 00:00:00,North America
410,539,2022-06-07 00:00:00,North America
411,623,2022-10-17 00:00:00,Oceania
412,386,2023-09-09 00:00:00,North America
413,694,2023-11-21 00:00:00,North America
414,136,2023-03-18 00:00:00,North America
415,471,2023-03-11 00:00:00,Asia
416,241,2023-02-04 00:00:00,North America
417,140,2023-01-24 00:00:00,North America
418,91,2024-03-19 00:00:00,Asia
419,940,2023-03-05 00:00:00,Asia
420,997,2024-01-14 00:00:00,North America
421,121,2022-05-14 00:00:00,Oceania
422,397,2023-04-12 00:00:00,Europe
423,887,2022-10-18 00:00:00,Oceania
424,177,2023-03-29 00:00:00,Europe
425,378,2022-03-27 00:00:00,Europe
426,11,2022-12-27 00:00:00,Asia
427,627,2023-05-13 00:00:00,Oceania
428,532,2022-11-22 00:00:00,Europe
429,57,2023-11-28 00:00:00,Oceania
430,420,2024-06-15 00:00:00,North America
431,546,2022-04-19 00:00:00,Asia
432,673,2022-12-23 00:00:00,Europe
433,932,2022-11-11 00:00:00,Europe
434,853,2023-03-19 00:00:00,North America
435,12,2022-09-17 00:00:00,Europe
436,712,2023-09-18 00:00:00,Asia
437,569,2022-07-02 00:00:00,Oceania
438,955,2023-09-26 00:00:00,Oceania
439,501,2022-10-16 00:00:00,Asia
440,780,2023-04-19 00:00:00,Oceania
441,442,2023-05-27 00:00:00,North America
442,721,2022-08-24 00:00:00,Europe
443,526,2022-01-26 00:00:00,Asia
444,43,2023-07-13 00:00:00,Asia
445,432,2022-10-25 00:00:00,Europe
446,931,2023-12-28 00:00:00,North America
447,711,2022-01-16 00:00:00,Europe
448,121,2024-05-14 00:00:00,Europe
449,662,2022-07-05 00:00:00,North America
450,802,2022-10-29 00:00:00,Europe
451,844,2022-03-15 00:00:00,North America
452,2,2023-12-13 00:00:00,Oceania
453,876,2023-09-11 00:00:00,North America
454,893,2023-09-04 00:00:00,Oceania
455,65,2024-03-30 00:00:00,Asia
456,391,2022-12-20 00:00:00,Asia
457,581,2022-07-12 00:00:00,Asia
458,42,2024-04-18 00:00:00,Asia
459,48,2023-11-02 00:00:00,Asia
460,659,2023-11-01 00:00:00,Asia
461,147,2024-06-07 00:00:00,North America
462,363,2023-01-08 00:00:00,Asia
463,184,2022-02-12 00:00:00,Oceania
464,940,2022-12-21 00:00:00,Europe
465,433,2024-04-11 00:00:00,Europe
466,615,2023-02-18 00:00:00,Oceania
467,403,2023-06-12 00:00:00,Asia
468,383,2022-04-13 00:00:00,Oceania
469,353,2022-09-20 00:00:00,North America
470,974,2024-03-05 00:00:00,Europe
471,389,2023-05-14 00:00:00,North America
472,378,2022-08-03 00:00:00,Asia
473,381,2022-10-14 00:00:00,North America
474,659,2024-05-23 00:00:00,Oceania
475,987,2022-09-30 00:00:00,North America
476,847,2022-05-02 00:00:00,Oceania
477,672,2023-02-19 00:00:00,Europe
478,78,2023-03-15 00:00:00,Oceania
479,969,2023-12-31 00:00:00,North America
480,45,2023-01-15 00:00:00,North America
481,272,2022-09-11 00:00:00,Europe
482,236,2023-12-24 00:00:00,Europe
483,577,2023-10-29 00:00:00,Oceania
484,904,2024-03-25 00:00:00,Oceania
485,849,2024-01-14 00:00:00,Asia
486,744,2022-08-28 00:00:00,Europe
487,773,2022-01-17 00:00:00,Asia
488,77,2023-03-31 00:00:00,Oceania
489,822,2022-02-19 00:00:00,North America
490,15,2024-01-21 00:00:00,Oceania
491,379,2023-08-22 00:00:00,North America
492,824,2023-08-28 00:00:00,Asia
493,115,2023-03-19 00:00:00,North America
494,472,2024-01-26 00:00:00,Asia
495,878,2022-07-04 00:00:00,Oceania
496,342,2022-02-21 00:00:00,North America
497,699,2024-03-24 00:00:00,Oceania
498,677,2023-12-13 00:00:00,North America
499,102,2022-09-19 00:00:00,Asia
500,475,2023-06-14 00:00:00,Asia
501,172,2023-10-26 00:00:00,North America
502,62,2024-04-29 00:00:00,Europe
503,386,2023-08-28 00:00:00,Oceania
504,352,2023-11-24 00:00:00,Asia
505,399,2023-01-19 00:00:00,Europe
506,294,2023-06-20 00:00:00,Oceania
507,164,2023-02-13 00:00:00,North America
508,599,2022-05-27 00:00:00,North America
509,258,2023-08-15 00:00:00,Europe
510,583,2024-03-28 00:00:00,North America
511,263,2024-02-23 00:00:00,Oceania
512,27,2022-01-09 00:00:00,North America
513,795,2023-08-28 00:00:00,Oceania
514,217,2023-01-25 00:00:00,Asia
515,963,2023-01-28 00:00:00,Europe
516,807,2022-08-19 00:00:00,Europe
517,998,2023-05-26 00:00:00,North America
518,159,2023-03-12 00:00:00,Oceania
519,191,2022-12-24 00:00:00,Oceania
520,345,2024-04-27 00:00:00,North America
521,33,2022-07-06 00:00:00,North America
522,143,2022-07-04 00:00:00,Asia
523,313,2022-11-01 00:00:00,Oceania
524,259,2023-07-12 00:00:00,North America
525,381,2023-03-31 00:00:00,North America
526,767,2022-09-26 00:00:00,Oceania
527,494,2023-08-12 00:00:00,Oceania
528,561,2022-08-26 00:00:00,Oceania
529,776,2022-12-26 00:00:00,Europe
530,189,2022-06-14 00:00:00,North America
531,554,2023-12-24 00:00:00,Europe
532,491,2023-12-02 00:00:00,North America
533,543,2022-12-16 00:00:00,Oceania
534,849,2023-07-02 00:00:00,Oceania
535,628,2023-10-23 00:00:00,North America
536,330,2024-04-10 00:00:00,North America
537,990,2022-01-25 00:00:00,North America
538,640,2022-04-19 00:00:00,Asia
539,194,2022-06-12 00:00:00,Asia
540,580,2023-02-28 00:00:00,Oceania
541,360,2022-07-11 00:00:00,Oceania
542,632,2022-11-17 00:00:00,Oceania
543,40,2022-10-02 00:00:00,Oceania
544,920,2022-05-24 00:00:00,Asia
545,132,2024-03-30 00:00:00,Oceania
546,333,2023-07-19 00:00:00,North America
547,626,2024-01-14 00:00:00,Europe
548,455,2023-12-22 00:00:00,North America
549,955,2024-01-10 00:00:00,Oceania
550,282,2022-01-02 00:00:00,Asia
551,25,2023-12-16 00:00:00,North America
552,904,2022-04-21 00:00:00,North America
553,556,2023-08-16 00:00:00,Oceania
554,845,2022-10-31 00:00:00,North America
555,867,2024-03-15 00:00:00,Oceania
556,881,2023-06-15 00:00:00,Europe
557,731,2023-02-09 00:00:00,Oceania
558,557,2022-06-06 00:00:00,Oceania
559,533,2023-04-22 00:00:00,Asia
560,462,2024-04-14 00:00:00,Europe
561,631,2023-02-21 00:00:00,Europe
562,741,2022-02-26 00:00:00,Oceania
563,26,2023-05-31 00:00:00,Europe
564,838,2024-04-05 00:00:00,North America
565,666,2022-10-06 00:00:00,Europe
566,272,2022-06-20 00:00:00,North America
567,858,2023-12-08 00:00:00,Europe
568,132,2022-03-31 00:00:00,Europe
569,171,2022-04-06 00:00:00,Asia
570,466,2024-05-10 00:00:00,Oceania
571,698,2024-01-07 00:00:00,Asia
572,470,2023-01-12 00:00:00,Oceania
573,60,2023-11-15 00:00:00,Oceania
574,197,2022-08-03 00:00:00,North America
575,126,2023-01-05 00:00:00,Europe
576,2,2024-03-01 00:00:00,North America
577,88,2024-03-08 00:00:00,Oceania
578,798,2022-04-09 00:00:00,North America
579,118,2023-04-23 00:00:00,Europe
580,161,2023-12-15 00:00:00,Europe
581,518,2022-09-01 00:00:00,North America
582,485,2022-02-24 00:00:00,North America
583,631,2023-03-28 00:00:00,North America
584,405,2023-02-12 00:00:00,Oceania
585,757,2024-03-01 00:00:00,Oceania
586,970,2022-08-01 00:00:00,Asia
587,966,2023-03-18 00:00:00,Asia
588,363,2022-06-16 00:00:00,Europe
589,886,2022-09-03 00:00:00,Europe
590,415,2024-03-16 00:00:00,Oceania
591,609,2023-04-26 00:00:00,Oceania
592,83,2023-11-19 00:00:00,North America
593,990,2024-04-04 00:00:00,Oceania
594,659,2022-08-20 00:00:00,North America
595,415,2023-09-29 00:00:00,Asia
596,471,2022-12-07 00:00:00,Asia
597,772,2024-05-15 00:00:00,Oceania
598,737,2023-11-04 00:00:00,Europe
599,245,2024-04-30 00:00:00,Oceania
600,114,2024-02-02 00:00:00,Europe
601,879,2023-02-20 00:00:00,North America
602,168,2023-05-20 00:00:00,Oceania
603,36,2022-03-14 00:00:00,Europe
604,644,2022-12-24 00:00:00,Asia
605,16,2023-04-14 00:00:00,Asia
606,250,2022-06-20 00:00:00,Asia
607,270,2022-02-24 00:00:00,North America
608,298,2022-01-16 00:00:00,North America
609,363,2023-02-12 00:00:00,Oceania
610,513,2024-01-30 00:00:00,North America
611,266,2023-08-22 00:00:00,North America
612,481,2024-03-19 00:00:00,North America
613,978,2022-04-12 00:00:00,Europe
614,214,2023-02-17 00:00:00,Asia
615,908,2023-04-22 00:00:00,North America
616,665,2022-06-23 00:00:00,Asia
617,954,2022-12-26 00:00:00,Asia
618,282,2022-12-09 00:00:00,Asia
619,857,2023-10-02 00:00:00,Asia
620,116,2022-05-28 00:00:00,Europe
621,364,2023-05-27 00:00:00,North America
622,253,2024-02-13 00:00:00,Europe
623,731,2022-04-10 00:00:00,Europe
624,749,2022-09-26 00:00:00,Asia
625,463,2022-03-07 00:00:00,Asia
626,36,2023-03-10 00:00:00,Oceania
627,225,2022-06-25 00:00:00,Oceania
628,874,2022-10-17 00:00:00,Europe
629,938,2022-10-29 00:00:00,Asia
630,305,2023-04-19 00:00:00,North America
631,418,2023-10-16 00:00:00,Oceania
632,459,2023-03-06 00:00:00,Europe
633,358,2022-10-26 00:00:00,Europe
634,593,2023-10-14 00:00:00,Europe
635,699,2023-02-03 00:00:00,Europe
636,482,2024-04-08 00:00:00,Asia
637,982,2023-07-13 00:00:00,Europe
638,55,2024-04-23 00:00:00,Europe
639,940,2023-08-12 00:00:00,North America
640,48,2022-06-04 00:00:00,North America
641,59,2023-10-01 00:00:00,Asia
642,610,2022-04-16 00:00:00,Europe
643,449,2024-06-06 00:00:00,Oceania
644,132,2022-07-26 00:00:00,Europe
645,267,2022-01-16 00:00:00,Asia
646,911,2024-04-10 00:00:00,Europe
647,714,2023-02-06 00:00:00,North America
648,675,2023-12-29 00:00:00,Europe
649,47,2023-10-04 00:00:00,Asia
650,469,2023-12-23 00:00:00,Oceania
651,429,2023-11-14 00:00:00,North America
652,274,2023-06-14 00:00:00,Europe
653,89,2022-12-02 00:00:00,North America
654,891,2024-03-10 00:00:00,North America
655,751,2023-01-13 00:00:00,Europe
656,554,2023-01-07 00:00:00,Oceania
657,69,2023-06-11 00:00:00,North America
658,633,2023-12-18 00:00:00,Asia
659,100,2024-02-16 00:00:00,Oceania
660,938,2022-08-22 00:00:00,Europe
661,544,2024-05-11 00:00:00,Asia
662,11,2022-08-19 00:00:00,Asia
663,199,2023-08-03 00:00:00,Oceania
664,713,2023-09-03 00:00:00,Europe
665,264,2022-11-24 00:00:00,Europe
